"Year","Volume","Issue","Page","Title","Authors","Cite As","DOI","Abstract","Status","Accepting Editor","Area","Affiliations","Date Added",""
"2026","","","","Can Autonomous Vehicles Solve the Commuter Parking Problem?","Neda Mirzaeian, Soo-Haeng Cho, Sean Qian","Neda Mirzaeian, Soo-Haeng Cho, Sean Qian (2026) Can Autonomous Vehicles Solve the Commuter Parking Problem?. Management Science.","https://doi.org/10.1287/mnsc.2023.01213","This paper investigates how autonomous vehicles (AVs) may reshape morning commute travel patterns and impact parking in a central business district (CBD). We develop a continuous-time game-theoretic traffic model that takes into account key economic deterrents to driving, such as parking fees and traffic congestion, and characterize the departure time and parking location (inside or outside the CBD parking area) patterns of commuters in equilibrium. Our analysis shows that all AV commuters may choose to park outside the CBD in equilibrium, increasing both vehicle hours and vehicle miles traveled as compared with the case with all human-driven vehicles. This change increases the total system cost and suggests a potential for CBD land use changes (e.g., repurposing CBD parking spots as commercial and residential areas) after the mass adoption of AVs. To reduce the total system cost, an urban planner may regulate commuters’ decisions by adjusting parking fees and/or imposing congestion tolls as a short-term measure, or adjusting infrastructure, for example, converting CBD parking spaces to drop-off spots for AVs. Our results indicate that these measures can reduce the total system cost substantially (e.g., up to [Formula: see text] when calibrating our model to data from Pittsburgh). This paper was accepted by Chung Piaw Teo, optimization and decision analytics. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.01213 .","Articles in Advance","Chung Piaw Teo","optimization and decision analytics","Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080; Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213; Heinz College of Information Systems; Public Policy, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213;; Department of Civil; Environmental Engineering, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213","2026-06-09",""
"2026","","","","Tail-Driven Nonparametric Estimation for State Price Densities","Chenxu Li, Xiaojun Song, Yating Wan","Chenxu Li, Xiaojun Song, Yating Wan (2026) Tail-Driven Nonparametric Estimation for State Price Densities. Management Science.","https://doi.org/10.1287/mnsc.2023.03236","This paper proposes and implements a novel nonparametric method for estimating the state price density (SPD) over the entire state space, including the tails. This SPD estimator achieves shape consistency properties in theory, particularly at the tails. Monte Carlo simulations demonstrate the accuracy and robustness of our method. In particular, our estimator accurately captures the risk-neutral tail distribution, which is often underestimated by existing alternative methods. In an empirical analysis based on Standard and Poor’s 500 options data, we evaluate the out-of-sample performance of our SPD estimation method and demonstrate that the estimates can serve as effective indicators for market conditions and exhibit predictive power for asset returns. Combining these perspectives, we suggest that our SPD estimator renders a valuable tool for risk management and asset pricing. This paper was accepted by Kay Giesecke, finance. Funding: The research of C. Li was supported by the Guanghua School of Management, the Center for Statistical Science, the High-Performance Computing Platform, and the Key Laboratory of Mathematical Economics and Quantitative Finance (Ministry of Education) at Peking University as well as the National Natural Science Foundation of China [Grant 72173003]. The research of X. Song was supported by the Guanghua School of Management, the Center for Statistical Science, and the Key Laboratory of Mathematical Economics and Quantitative Finance (Ministry of Education) at Peking University as well as the National Natural Science Foundation of China [Grants 72373007 and 72333001]. The research of Y. Wan was supported by the School of Management Science and Engineering and the Coordinated Innovation Center for Computable Modeling in Management Science at Tianjin University of Finance and Economics as well as the Tianjin Municipal Education Commission [Grant 2022SK188]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03236 .","Articles in Advance","Kay Giesecke","finance","Guanghua School of Management, Peking University, Beijing 100871, China; School of Management Science; Engineering, Tianjin University of Finance and Economics, Tianjin 300222, China","2026-06-09",""
"2026","","","","Simple and (Approximately) Optimal Mechanism in Efficiency and Equality Tradeoff","Zhou Chen, Qi Qi, Changjun Wang, Zhen Wang","Zhou Chen, Qi Qi, Changjun Wang, Zhen Wang (2026) Simple and (Approximately) Optimal Mechanism in Efficiency and Equality Tradeoff. Management Science.","https://doi.org/10.1287/mnsc.2022.02785","Many large cities have adopted a policy of restricting the number of new vehicle licenses in order to address the challenges of traffic and air pollution problems. An important question that then arises is how to allocate these limited new license quotas among a large set of demanders while taking both social efficiency and equality into consideration. Inspired by this practical problem, we study the problem of designing simple and optimal mechanisms to tradeoff between efficiency and equality in a similar public goods allocation problem. We first propose a truthful two-group mechanism framework that is both general and simple and then use it to compute the optimal solution that maximizes social efficiency while guaranteeing a certain level of equality. Interestingly and surprisingly, under some natural conditions regarding the players’ private values, we show that the optimal mechanisms within the proposed framework are always the mechanisms that first run an auction and then run a lottery (ATL for short). In addition, beyond the framework and those conditions, we prove that the ATL mechanism can always guarantee at least [Formula: see text] ([Formula: see text] is the minimum equality level) of the optimal solution efficiency. This approximation ratio can in practice be further improved to near-optimal when resources are scarce and the natural conditions hold. We further establish a theoretical connection between these natural conditions and common value distributions, demonstrating that these conditions are widely satisfied in practice. Finally, we implement several experiments to verify the ATL mechanism’s optimality and robustness. This paper was accepted by Chung Piaw Teo, optimization. Funding: This work was supported by the National Natural Science Foundation of China [Grants 72401252, 72192830, 72192832, 62472428, 72192804, 72301235, 72394360 and 72394363]; the Public Computing Cloud, Renmin University of China, the fund for building world-class universities (disciplines) of Renmin University of China; the Beijing Natural Science Foundation [Grant Z220001]. Supplemental Material: The online appendices are available at https://doi.org/10.1287/mnsc.2022.02785 .","Articles in Advance","Chung Piaw Teo","optimization","School of Economics; Management, Southeast University, Nanjing 210096, China; Gaoling School of Artificial Intelligence, Renmin University of China, Beijing 100872, China;; Beijing Key Laboratory of Research on Large Models; Intelligent Governance, Beijing 100872, China;; Engineering Research Center of Next-Generation Intelligent Search and Recommendation, Ministry of Education, Beijing 100872, China; State Key Laboratory of Mathematical Sciences, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing 100190, China; Research Institute for Interdisciplinary Sciences, School of Information Management; Engineering, Shanghai University of Finance; Economics, Shanghai 200433, China;; Key Laboratory of Interdisciplinary Research of Computation; Economics (Shanghai University of Finance and Economics), Ministry of Education, Shanghai 200433, China","2026-06-09",""
"2026","","","","Spatial Information Sharing on On-Demand Service Platforms","Swanand Kulkarni, Basak Kalkanci","Swanand Kulkarni, Basak Kalkanci (2026) Spatial Information Sharing on On-Demand Service Platforms. Management Science.","https://doi.org/10.1287/mnsc.2021.03426","We investigate how an on-demand service platform’s mechanism to share demand-supply mismatch information spatially affects drivers’ relocation decisions and the platform’s matching efficiency. We consider three mechanisms motivated by practice; the platform shares demand-supply mismatch information about either zones(s) with excess demand with all drivers (surge information sharing, common practice today), all zones with all drivers (full information sharing), or zone(s) with excess demand only with drivers sufficiently close by (local information sharing). We develop a game-theoretic model with three zones wherein drivers in two non-surge zones decide whether to relocate to the surge zone with excess demand. We incorporate two spatial aspects: drivers’ relocation costs and initial supply across different non-surge zones. Theoretically, full information sharing can hurt the platform’s matching efficiency compared with surge information sharing under low relocation costs because drivers in non-surge zones facing high demand locally do not chase the surge as much. Local information sharing is strictly dominated by other mechanisms in terms of matching efficiency when the supply of drivers near the surge zone is limited and weakly dominated otherwise by surge information sharing. We test these theory predictions in the laboratory with human participants as drivers in an environment where theoretical matching efficiency is highest with surge and lowest with local information sharing. Experimentally, the platform serves fewer customers than predicted with surge information sharing because drivers relocate too often, compromising efficiency in non-surge zones. In contrast, the platform serves more customers than predicted with full and local information sharing, and these mechanisms perform at least as well in matching efficiency as surge. Therefore, sharing demand-supply mismatch information either fully or in a targeted manner (as in local) can help to alleviate coordination problems on a platform. A behavioral equilibrium incorporating loss aversion through mental accounting and decision errors describes drivers’ behavior in our experiments better than the rational equilibrium. This paper was accepted by Elena Katok, operations management. Funding: This research was funded in part by the National Science Foundation [Award #2049872]. The authors also gratefully acknowledge partial support from the Business Analytics Center at Georgia Tech Scheller College of Business. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.03426 .","Articles in Advance","Elena Katok","operations management","Scheller College of Business, Georgia Institute of Technology, Atlanta, Georgia 30308","2026-06-09",""
"2026","","","","What Do Shareholders Want? Consumer Welfare and the Objective of the Firm","Keith Marzilli Ericson","Keith Marzilli Ericson (2026) What Do Shareholders Want? Consumer Welfare and the Objective of the Firm. Management Science.","https://doi.org/10.1287/mnsc.2025.00094","Shareholders want a firm’s objective function to place some weight on consumer welfare, motivated by both self-interest and altruism. Firms have a unique technology for improving consumer welfare: lowering inefficient price markups. Optimal pricing formulas can account for shareholders’ marginal rate of substitution between profits and consumer welfare. Calibrations show shareholders should place nontrivial weights on consumers. A survey experiment with a representative sample shows how shareholders would vote on resolutions giving strategic guidance to firms. Only 7% would vote for pure profit maximization. The median individual is indifferent between $0.44 in profits or $1 in consumer surplus. This paper was accepted by John Beshears, behavioral economics and decision analysis. Funding: This work was supported by Boston University (Impact Measurement and Allocation Program and Ravi K. Mehrotra Institute for Business, Markets, and Society). Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2025.00094 .","Articles in Advance","John Beshears","behavioral economics and decision analysis","Questrom School of Business, Boston University, Boston, Massachusetts 02215;; NBER, Cambridge, Massachusetts 02138","2026-06-09",""
"2026","","","","Identifying Demand Curves in Index Option Markets","Kris Jacobs, Anh Thu Mai, Paola Pederzoli","Kris Jacobs, Anh Thu Mai, Paola Pederzoli (2026) Identifying Demand Curves in Index Option Markets. Management Science.","https://doi.org/10.1287/mnsc.2023.04263","We identify latent demands in index option markets using a sign-restricted vector autoregression (VAR) and highlight the bias from treating (equilibrium) net demand as exogenous. Market-maker and end-user demand curves are far from infinitely elastic as assumed by some models, but elasticities exceed existing estimates for equities. Characterizing demand curves provides insights into the structure of index option markets. Deteriorating market conditions are associated with right shifts of the latent demand curves. The at-the-money (ATM) (out-of-the-money (OTM)) markets for calls and puts are mainly driven by end-user (market-maker) demand, and end-user (market-maker) ATM (OTM) call option demand predicts S&P500 returns. This paper was accepted by Lukas Schmid, finance. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.04263 .","Articles in Advance","Lukas Schmid","finance","University of Houston, Houston, Texas 77204; Purdue University Northwest, Hammond, Indiana 46323","2026-06-09",""
"2026","","","","The Rapid Adoption of Generative AI","Alexander Bick, Adam Blandin, David J. Deming","Alexander Bick, Adam Blandin, David J. Deming (2026) The Rapid Adoption of Generative AI. Management Science.","https://doi.org/10.1287/mnsc.2025.02523","Generative artificial intelligence (genAI) is a potentially important new technology, but its impact on the economy depends on the speed and intensity of adoption. This paper reports results from a series of nationally representative U.S. surveys of genAI use at work and at home. As of late 2024, 45% of the U.S. population age 18–64 uses genAI. Among employed respondents, 27% used genAI for work at least once in the previous week: 10% used it every workday and 17% on some but not all workdays. Relative to each technology’s first mass-market product launch, work adoption of genAI has been faster than the personal computer (PC), and overall adoption has outpaced both PCs and the internet by an even wider margin. Between 1% and 7% of all work hours are currently assisted by genAI, and respondents report time savings equivalent to 1.4% of total work hours. Potential productivity gains vary widely by industry, and firm climate and policies play an important role in adoption patterns. This paper was accepted by Alfonso Gambardello, business strategy. Funding: This work was supported by the Walmart Foundation [Grant 252882]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2025.02523 .","Articles in Advance","Alfonso Gambardello","business strategy","Federal Reserve Bank of St. Louis, St. Louis, Missouri 63102; and CEPR, London EC1R 5HL, United Kingdom; Vanderbilt University, Nashville, Tennessee 37235; Harvard Kennedy School, Cambridge, Massachusetts 02138;; NBER, Cambridge, Massachusetts 02138","2026-06-09",""
"2026","","","","The Need for Absorptive Capacity Alleviates the Free-Rider Problem in Knowledge Production","Jerker Denrell, Jerry Luukkonen, Nick Chater, Chengwei Liu","Jerker Denrell, Jerry Luukkonen, Nick Chater, Chengwei Liu (2026) The Need for Absorptive Capacity Alleviates the Free-Rider Problem in Knowledge Production. Management Science.","https://doi.org/10.1287/mnsc.2024.06471","Knowledge sharing is central to strategy and organizational learning, yet its effect on knowledge production remains underexplored. When knowledge diffuses too easily, individuals may free ride on others’ costly knowledge production, creating a suboptimal equilibrium in which knowledge sharing persists but the average payoff is no greater than if everyone produced knowledge independently—the so-called Rogers’ paradox. We develop a game-theoretic model to re-examine this puzzle. In our baseline model, we reproduce Rogers’ paradox; frictionless sharing does not increase performance beyond individual knowledge production alone. We then extend the model to incorporate absorptive capacity—the need for prior investment in one’s own knowledge before learning from others. Absorptive capacity discourages pure free riding. Counterintuitively, although it introduces frictions in knowledge sharing, absorptive capacity increases collective knowledge production beyond the level attainable through individual knowledge production alone. This explains why extensive knowledge sharing in domains such as academia does not erode incentives for knowledge production. It also contributes to knowledge-based theories of the firm by showing that although hierarchical control may be crucial in contexts where knowledge is simple and codifiable, it may not be necessary where knowledge is complex and tacit. More broadly, our analysis illustrates how formal modeling can uncover overlooked mechanisms and integrate insights across cultural evolution, organizational learning, and strategy. This paper was accepted by Alfonso Gambardella, business strategy. Supplemental Material: The online appendix is available at https://doi.org/10.1287/mnsc.2024.06471 .","Articles in Advance","Alfonso Gambardella","business strategy","Warwick Business School, University of Warwick, Coventry CV4 7AL, United Kingdom; Dectech, London EC1V 1AZ, United Kingdom; Imperial Business School, Imperial College London, London SW7 2AZ, United Kingdom","2026-06-09",""
"2026","","","","Getting on the Map: The Impact of Online Listings on Business Performance","Michael Luca, Abhishek Nagaraj, Gauri Subramani","Michael Luca, Abhishek Nagaraj, Gauri Subramani (2026) Getting on the Map: The Impact of Online Listings on Business Performance. Management Science.","https://doi.org/10.1287/mnsc.2024.04716","We evaluate the extent to which small businesses maintain an online presence and estimate the impact of digital representation on business performance. Looking at a review platform, we find that roughly 18% of bars and restaurants in our sample do not have a listing as of the end of 2017, even though creating one is free. We then estimate the effect of adding a new listing using tax records on revenues combined with temporal variation in listing activity as well as a natural experiment that added over a thousand businesses to the platform via a data acquisition. The results suggest that new listings increase revenues in the range of 5%–10%; however, these effects vary substantially across establishments. Establishments that struggle to develop a reputation (e.g., nonchains or those in tourist areas) and those with a higher quality of product (e.g., larger restaurants or those with good reviews) experience larger increases after being listed. This paper was accepted by Duncan Simester, marketing. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04716 .","Articles in Advance","Duncan Simester","marketing","Johns Hopkins University, Baltimore, Maryland 20001; Haas School of Business, University of California, Berkeley, California 94720; Management Department, Lehigh University, Bethlehem, Pennsylvania 18015","2026-06-09",""
"2026","","","","Multidimensional Signaling with Supplier Credit Guarantees","Huihui Liu, Haotian Song, Wenqiang Xiao","Huihui Liu, Haotian Song, Wenqiang Xiao (2026) Multidimensional Signaling with Supplier Credit Guarantees. Management Science.","https://doi.org/10.1287/mnsc.2024.07052","This paper investigates credit guarantees in a supply chain setting involving a supplier, a capital-constrained buyer, and a bank. We find that under complete information, credit guarantees increase order quantities but paradoxically raise wholesale prices, overall rendering the credit guarantee not useful for improving the operational efficiency. However, under information asymmetry, either a partial or full guarantee emerges in equilibrium, with the wholesale price maintained at its optimal full-information level. This underscores the pivotal role of credit guarantees in effective signaling and delineates the distinct functions of the wholesale price and the guarantee—the former on operational efficiency and the latter on signaling efficacy. Further comparative analysis of the supplier and buyer performances under the two contract types reveals that credit guarantees do not always benefit both parties. This paper was accepted by Jayashankar Swaminathan, operations management. Funding: H. Liu was supported by the National Natural Science Foundation of China [Grants 72272149 and 72394374]. H. Song was supported by the National Natural Science Foundation of China [Grants 72501259 and W2411062]. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2024.07052 .","Articles in Advance","Jayashankar Swaminathan","operations management","School of Economics; Management, Beihang University, Beijing 100191, China; School of Management, Zhejiang University, Hangzhou 310058, China; Stern School of Business, New York University, New York, New York 10012","2026-06-09",""
"2026","","","","Optimal Contests with Negative Prizes: Theory and Experiment","Lingbo Huang, Jingjing Zhang, Jun Zhang","Lingbo Huang, Jingjing Zhang, Jun Zhang (2026) Optimal Contests with Negative Prizes: Theory and Experiment. Management Science.","https://doi.org/10.1287/mnsc.2023.03580","This paper examines the optimal design of contests in the presence of negative prizes and establishes the optimality of a modified all-pay auction with entry fee and reserve. The entry fee always equals the contestants’ liability, and the reserve is weakly higher than in contests without negative prizes. The modification involves awarding all contestants a strictly positive prize if none meet the reserve. This optimal contest better incentivizes high-ability contestants by offering them a higher prize augmented by entry fees, while still ensuring full participation from low-ability contestants. Theoretical analysis demonstrates that when contestants’ liability is sufficiently high, the same contest maximizes both the expected total effort and winner’s effort, with both measures increasing with liability. Numerical simulations show that even with low liability, predictions from the two optimal contests are closely aligned. To test these predictions, we conduct an experiment comparing optimal contests across different liability levels, confirming the “killing-two-birds-with-one-stone” prediction. This paper was accepted by Elena Katok, operations management. Funding: The authors gratefully acknowledge the financial support of the UTS Business School Research Grant, UTS Behavioural Lab Grant and National Natural Science Foundation of China [Grants 72192842, 72203099, 72422018]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03580 .","Articles in Advance","Elena Katok","operations management","Center for Economic Research, Shandong University, Jinan, Shandong 250100, China; Department of Economics, Royal Melbourne Institute of Technology, Melbourne, Victoria 3000, Australia; Economics Discipline Group, School of Business, University of Technology Sydney, Sydney, New South Wales 2007, Australia;; The China Research Institute of Regulation; Public Policy, Zhejiang University of Finance and Economics, Hangzhou, Zhejiang Province 310018, China","2026-06-09",""
"2026","","","","Female Equity Analysts and Corporate Environmental and Social Performance","Kai Li, Feng Mai, Gabriel Wong, Chelsea Yang, Tengfei Zhang","Kai Li, Feng Mai, Gabriel Wong, Chelsea Yang, Tengfei Zhang (2026) Female Equity Analysts and Corporate Environmental and Social Performance. Management Science.","https://doi.org/10.1287/mnsc.2024.06429","This paper examines the impact of female analyst coverage on firms’ environmental and social (E&S) performance. Exploiting broker closures as a quasi-exogenous shock to analyst coverage, we find that firms experiencing an exogenous decline in female analyst coverage subsequently show a significantly larger drop in E&S scores than those experiencing an equivalent decline in male analyst coverage. To explore the underlying mechanisms, we develop novel machine-learning models to analyze more than 2.4 million analyst reports and 120,000 earnings call transcripts. Our analysis shows that, compared with their male counterparts, female analysts are more likely to address E&S issues, particularly those involving regulatory compliance, stakeholders, and the environment, in both research reports and earnings conference calls. They also display distinct cognitive and linguistic patterns when discussing E&S issues. Furthermore, female analysts are more likely to issue lower stock recommendations and target prices (lower stock recommendations) following negative E&S discussions in their reports (E&S incidents) than male analysts. Finally, investors respond more strongly to female analysts’ negative tones when discussing E&S issues. Overall, our findings suggest that gender diversity among analysts plays a significant role in shaping corporate E&S practices and provide new insights into the origins of gender differences in skills within the equity analyst profession. This paper was accepted by Will Cong, finance. Funding: We acknowledge financial support from the Social Sciences and Humanities Research Council of Canada [Grant 435-2022-0285] and the Sauder Exploratory Research Grants Program. K. Li acknowledges financial support from the Canada Research Chair in Corporate Governance. T. Zhang acknowledges data support from the Whitcomb Center for Research in Financial Services at Rutgers University. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.06429 .","Articles in Advance","Will Cong","finance","Sauder School of Business, University of British Columbia, Vancouver, British Columbia V6T 1Z2, Canada; Tippie College of Business, University of Iowa, Iowa City, Iowa 52242; Department of Economics, Cardiff University, Cardiff CF10 3EU, United Kingdom; Rutgers School of Business-Camden, Rutgers University, Camden, New Jersey 08102","2026-06-09",""
"2026","","","","Transportation and Inventory Planning in Serial Supply Chain with Heterogeneous Capacitated Vehicles","Kartik Kulkarni, Manish Bansal","Kartik Kulkarni, Manish Bansal (2026) Transportation and Inventory Planning in Serial Supply Chain with Heterogeneous Capacitated Vehicles. Management Science.","https://doi.org/10.1287/mnsc.2022.04106","We study serial supply chain problems where a product is transported from a supplier to a warehouse (inbound transportation), and then from the warehouse (outbound transportation) to a retailer such that demand for a given planning horizon is satisfied. We consider heterogeneous vehicles of varying capacities for transportation in each time period, and the objective is to plan inbound and outbound transportation along with inventory in each time period so that overall inventory and transportation costs are minimized. These problems belong to the class of two-echelon lot-sizing (2-ELS) problems with the warehouse and retailer as the first and second echelons, respectively. We address an open question raised in van Hoesel et al. [van Hoesel S, Romeijn HE, Morales DR, Wagelmans APM (2005) Integrated lot sizing in serial supply chains with production capacities. Management Sci. 51(11):1706–1719]: Does there exist a polynomial-time algorithm for 2-ELS with a single capacitated vehicle for each of the inbound and outbound transportation? Specifically, we introduce polynomial-time algorithms for this problem and its three generalizations with multiple capacitated vehicles for inbound and/or outbound transportation, thereby generalizing the results of Kaminsky and Simchi-Levi [Kaminsky P, Simchi-Levi D (2003) Production and distribution lot sizing in a two stage supply chain. IIE Trans. 35(11):1065–1075] and Sargut and Romeijn [Sargut FZ, Romeijn HE (2007) Capacitated production and subcontracting in a serial supply chain. IIE Trans. 39(11):1031–1043] for 2-ELS with a single capacitated vehicle for inbound transportation and uncapacitated outbound transportation. We showcase the practical applications of these approaches in efficiently solving discrete two- and multiechelon lot-sizing problems that arise in freight transportation, the international shipping industry, and the tire manufacturing industry. Based on our computational experiments, we observe that the algorithm for discrete 2-ELS with a capacitated vehicle for inbound and outbound transportation is computationally efficient in comparison with solving the mixed binary formulations of two- and multiechelon lot-sizing problems using an off-the-shelf optimization solver. This paper was accepted by Chung Piaw Teo, optimization and decision analytics. Funding: This work was supported by the Division of Civil, Mechanical and Manufacturing Innovation of National Science Foundation [Grants 1824897 and 2034503]. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2022.04106 .","Articles in Advance","Chung Piaw Teo","optimization and decision analytics","Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, Virginia 24061","2026-06-09",""
"2026","","","","Bond Risk Characteristics and Factor Risk Premia","Pierluigi Balduzzi, Michael F. Connolly, Alan Marcus","Pierluigi Balduzzi, Michael F. Connolly, Alan Marcus (2026) Bond Risk Characteristics and Factor Risk Premia. Management Science.","https://doi.org/10.1287/mnsc.2023.00212","Assuming no arbitrage and that a polynomial in the time to maturity approximates spot-rate increments, we develop a consistent approach to estimate factor risk premia in the bond market. This approach is attractive, as the underlying risk factors are the time-varying coefficients of the polynomial specification, and the factor loadings correspond to familiar bond risk characteristics, such as duration and convexity. Our two-factor model—with a positive (negative) duration-factor (convexity-factor) risk premium—is easy to estimate and provides straightforward economic intuition for the concave term structure of bond risk premia and the downward-sloping term structure of bond Sharpe ratios. Our model decomposes the conditional factor risk premia into a “status quo” component—the expected factors’ realizations when expected spot-rate increments are zero—and the factors’ forecasts. The status quo factor risk premia provide measures of the state of fixed income markets that both outperform alternative measures and are easily estimated in real time; moreover, the underlying risk factors and their loadings are familiar to and readily interpreted by investors and traders. This paper was accepted by Lukas Schmid, finance. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.00212 .","Articles in Advance","Lukas Schmid","finance","Carroll School of Management, Boston College, Chestnut Hill, Massachusetts 02467; Independent researcher","2026-06-09",""
"2026","","","","Does Agglomeration Enhance Property Value?","Crocker H. Liu, Chen Zheng, Bing Zhu","Crocker H. Liu, Chen Zheng, Bing Zhu (2026) Does Agglomeration Enhance Property Value?. Management Science.","https://doi.org/10.1287/mnsc.2023.02773","Does agglomeration within a building and/or neighborhood enhance or weaken property value? The valuation impact is unclear ex ante, given that agglomeration tradesoff enhanced productivity at the expense of a more concentrated tenant base. We find that a value premium exists only when agglomeration at both the building and neighborhood levels consists of firms in the same industry. This premium represents capitalized knowledge spillover externalities. Additionally, we show the stock market rewards real estate investment trusts that transact specialized buildings. The valuation consequences arising from agglomeration in the underlying real estate market are thus consistent with the public real estate market. This paper was accepted by Tomasz Piskorski, finance. Funding: This work was supported by the Real Estate Research Institute. Supplemental Material: The online appendix is available at https://doi.org/10.1287/mnsc.2023.02773 .","Articles in Advance","Tomasz Piskorski","finance","Cornell University, Ithaca, New York 14853; University of Bath, Bath BA2 7AY, United Kingdom; Technical University of Munich, 80333 Munich, Germany","2026-06-09",""
"2026","","","","Is Multicloud the Future? Desirability of Compatibility in Cloud Computing Market","Leila Hosseini, Mehdi H. Farahani, Subodha Kumar","Leila Hosseini, Mehdi H. Farahani, Subodha Kumar (2026) Is Multicloud the Future? Desirability of Compatibility in Cloud Computing Market. Management Science.","https://doi.org/10.1287/mnsc.2023.01359","Leading online service providers, as major customers of cloud computing services, are increasingly adopting a multicloud strategy to enhance service delivery across different locations. However, compatibility issues among various cloud platforms complicate the implementation of this strategy. To address this challenge, cloud providers can offer a multicloud management platform that acts as a bridge between distinct cloud environments. Although such a platform can enhance customers’ multicloud experience, it also entails additional costs for the cloud providers. Our paper examines cloud providers’ compatibility decisions and the impact of compatibility on competing cloud providers and their customers. Our findings reveal that, when compatibility is established in equilibrium, cloud providers consistently set higher prices for their resources than when compatibility is absent. Additionally, we find that a cloud provider with greater market dominance always attracts more demand, whereas the rival with smaller market dominance may experience a demand decrease. Interestingly, when a cloud provider establishes compatibility in equilibrium, the competitor’s profit always increases, although customer welfare can decline under compatibility. These insights, along with other findings presented in the paper, can support cloud providers in deciding when to establish compatibility and how to price their resources effectively. Furthermore, we provide guidelines for policymakers on when compatibility could enhance customer welfare, supporting effective implementation of compatibility strategies. This paper was accepted by D. J. Wu, information systems. Funding: S. Kumar thanks Temple Center for International Business Education and Research for partially supporting this research. Supplemental Material: The online appendix is available at https://doi.org/10.1287/mnsc.2023.01359 .","Articles in Advance","D. J. Wu","information systems","C.T. Bauer College of Business, University of Houston, Houston, Texas 77204; Fox School of Business, Temple University, Philadelphia, Pennsylvania 19122","2026-06-09",""
"2026","","","","Measuring the Driving Forces of Predictive Performance: Application to Credit Scoring","Sullivan Hué, Christophe Hurlin, Christophe Pérignon, Sébastien Saurin","Sullivan Hué, Christophe Hurlin, Christophe Pérignon, Sébastien Saurin (2026) Measuring the Driving Forces of Predictive Performance: Application to Credit Scoring. Management Science.","https://doi.org/10.1287/mnsc.2023.02025","Because they play an increasingly important role in determining access to credit, credit scoring models are under growing scrutiny from banking supervisors and internal model validators. These authorities need to monitor the model performance and identify its key drivers. To facilitate this, we introduce the explainable performance (XPER) methodology to decompose a performance metric (e.g., area under the curve (AUC), [Formula: see text]) into specific contributions associated with the various features of a forecasting model. XPER is theoretically grounded on Shapley values and is both model-agnostic and performance metric-agnostic. Furthermore, it can be implemented either at the model level or at the individual level. Using a novel data set of car loans, we decompose the AUC of a machine-learning model trained to forecast the default probability of loan applicants. We show that a small number of features can explain a surprisingly large part of the model performance. Notably, the features that contribute the most to the predictive performance of the model may not be the ones that contribute the most to individual forecasts (Shapley additive explanation). Finally, we show how XPER can be used to deal with heterogeneity issues and improve performance. This paper was accepted by Kay Giesecke, finance. Funding: The authors thank the Institut Universitaire de France, the Autorité de contrôle prudentiel et de résolution Chair in Regulation and Systemic Risk, the HEC-Deloitte Chair on Artificial Intelligence for Business Innovation, the Excellence Initiative of Aix-Marseille University [A*MIDEX], and the French National Research Agency [Grants AMSE ANR-17-EURE-0020, Ecodec ANR-11-LABX-0047, and MLEforRisk ANR-21-CE26-0007] for supporting our research. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2023.02025 .","Articles in Advance","Kay Giesecke","finance","Aix Marseille University, Centre National de la Recherche Scientifique (CNRS), Aix-Marseille School of Economics (AMSE), 13205 Marseille, France; University of Orléans, 45067 Orléans, France; and Institut Universitaire de France, 75231 Paris, France; HEC Paris, 78350 Jouy-en-Josas, France","2026-06-09",""
